,Date,Season,Home,Away,Home Win By (Vegas)
533,2021-04-02,2020,Memphis,Minnesota,6.5
534,2021-04-11,2020,Memphis,Indiana,3.5
535,2021-04-12,2020,Memphis,Chicago,2
536,2021-04-14,2020,Memphis,Dallas,-3
537,2021-04-28,2020,Memphis,Portland,1.5
538,2021-04-30,2020,Memphis,Orlando,13
539,2021-05-03,2020,Memphis,NewYork,4
540,2021-05-10,2020,Memphis,NewOrleans,9.5
541,2021-05-11,2020,Memphis,Dallas,-3.5
542,2021-05-13,2020,Memphis,Sacramento,8.5
543,2021-05-14,2020,Memphis,Sacramento,3.5
544,2021-05-19,2020,Memphis,SanAntonio,4.5
545,2020-12-25,2020,Miami,NewOrleans,3
546,2020-12-29,2020,Miami,Milwaukee,-6
547,2020-12-30,2020,Miami,Milwaukee,-6.5
548,2021-01-04,2020,Miami,OklahomaCity,9
549,2021-01-06,2020,Miami,Boston,2.5
550,2021-01-16,2020,Miami,Detroit,5.5
551,2021-01-18,2020,Miami,Detroit,6
552,2021-01-27,2020,Miami,Denver,-6.5
553,2021-01-28,2020,Miami,LAClippers,2
554,2021-01-30,2020,Miami,Sacramento,6.5
555,2021-02-01,2020,Miami,Charlotte,7.5
556,2021-02-03,2020,Miami,Washington,9
557,2021-02-05,2020,Miami,Washington,7
558,2021-02-09,2020,Miami,NewYork,6
559,2021-02-24,2020,Miami,Toronto,1.5
560,2021-02-26,2020,Miami,Utah,-6.5
561,2021-02-28,2020,Miami,Atlanta,2.5
562,2021-03-02,2020,Miami,Atlanta,2
563,2021-03-11,2020,Miami,Orlando,9
564,2021-03-16,2020,Miami,Cleveland,11
565,2021-03-19,2020,Miami,Indiana,4
566,2021-03-21,2020,Miami,Indiana,3.5
567,2021-03-23,2020,Miami,Phoenix,-2
568,2021-03-25,2020,Miami,Portland,-2.5
569,2021-04-01,2020,Miami,GoldenState,3
570,2021-04-03,2020,Miami,Cleveland,12
571,2021-04-06,2020,Miami,Memphis,6.5
572,2021-04-08,2020,Miami,LALakers,9.5
573,2021-04-18,2020,Miami,Brooklyn,-5
574,2021-04-19,2020,Miami,Houston,5
575,2021-04-24,2020,Miami,Chicago,4.5
576,2021-04-26,2020,Miami,Chicago,6
577,2021-04-28,2020,Miami,SanAntonio,5
578,2021-05-04,2020,Miami,Dallas,pk
579,2021-05-07,2020,Miami,Minnesota,8
580,2021-05-13,2020,Miami,Philadelphia,1.5
581,2020-12-25,2020,Milwaukee,GoldenState,10
582,2021-01-01,2020,Milwaukee,Chicago,14.5
583,2021-01-04,2020,Milwaukee,Detroit,16
584,2021-01-06,2020,Milwaukee,Detroit,11.5
585,2021-01-08,2020,Milwaukee,Utah,6
586,2021-01-09,2020,Milwaukee,Cleveland,8.5
587,2021-01-15,2020,Milwaukee,Dallas,8
588,2021-01-21,2020,Milwaukee,LALakers,1.5
589,2021-01-24,2020,Milwaukee,Atlanta,12
590,2021-02-01,2020,Milwaukee,Portland,10
591,2021-02-03,2020,Milwaukee,Indiana,9
592,2021-02-16,2020,Milwaukee,Toronto,6
593,2021-02-18,2020,Milwaukee,Toronto,7.5
594,2021-02-19,2020,Milwaukee,OklahomaCity,11
595,2021-02-21,2020,Milwaukee,Sacramento,10
596,2021-02-23,2020,Milwaukee,Minnesota,10
597,2021-02-25,2020,Milwaukee,NewOrleans,7.5
598,2021-02-28,2020,Milwaukee,LAClippers,1.5
599,2021-03-02,2020,Milwaukee,Denver,8
600,2021-03-11,2020,Milwaukee,NewYork,11
601,2021-03-20,2020,Milwaukee,SanAntonio,11.5
602,2021-03-22,2020,Milwaukee,Indiana,6.5
603,2021-03-24,2020,Milwaukee,Boston,7
604,2021-03-26,2020,Milwaukee,Boston,6
605,2021-03-27,2020,Milwaukee,NewYork,-2.5
606,2021-04-09,2020,Milwaukee,Charlotte,-3.5
607,2021-04-17,2020,Milwaukee,Memphis,8.5
608,2021-04-19,2020,Milwaukee,Phoenix,3
609,2021-04-22,2020,Milwaukee,Philadelphia,6.5
610,2021-04-24,2020,Milwaukee,Philadelphia,9
611,2021-05-02,2020,Milwaukee,Brooklyn,2.5
612,2021-05-04,2020,Milwaukee,Brooklyn,2
613,2021-05-05,2020,Milwaukee,Washington,4
614,2021-05-07,2020,Milwaukee,Houston,17.5
615,2021-05-11,2020,Milwaukee,Orlando,15.5
616,2021-05-15,2020,Milwaukee,Miami,4.5
617,2020-12-23,2020,Minnesota,Detroit,5.5
618,2021-01-01,2020,Minnesota,Washington,-1
619,2021-01-03,2020,Minnesota,Denver,-8.5
620,2021-01-09,2020,Minnesota,SanAntonio,-3.5
621,2021-01-10,2020,Minnesota,SanAntonio,-4.5
622,2021-01-13,2020,Minnesota,Memphis,2
623,2021-01-20,2020,Minnesota,Orlando,-4
624,2021-01-22,2020,Minnesota,Atlanta,-6
625,2021-01-23,2020,Minnesota,NewOrleans,-8.5
626,2021-01-29,2020,Minnesota,Philadelphia,-9.5
627,2021-01-31,2020,Minnesota,Cleveland,-3.5
628,2021-02-10,2020,Minnesota,LAClippers,-8.5
629,2021-02-16,2020,Minnesota,LALakers,-6
630,2021-02-17,2020,Minnesota,Indiana,-5
631,2021-02-19,2020,Minnesota,Toronto,-2.5
632,2021-02-28,2020,Minnesota,Phoenix,-10.5
633,2021-03-03,2020,Minnesota,Charlotte,-3
634,2021-03-13,2020,Minnesota,Portland,-5
635,2021-03-14,2020,Minnesota,Portland,-5
636,2021-03-22,2020,Minnesota,OklahomaCity,5
637,2021-03-24,2020,Minnesota,Dallas,-8
638,2021-03-26,2020,Minnesota,Houston,4
639,2021-03-27,2020,Minnesota,Houston,4.5
640,2021-03-31,2020,Minnesota,NewYork,-3
641,2021-04-05,2020,Minnesota,Sacramento,-3.5
642,2021-04-11,2020,Minnesota,Chicago,-4
643,2021-04-13,2020,Minnesota,Brooklyn,-7.5
644,2021-04-14,2020,Minnesota,Milwaukee,-9.5
645,2021-04-16,2020,Minnesota,Miami,-7
646,2021-04-26,2020,Minnesota,Utah,-10
647,2021-04-29,2020,Minnesota,GoldenState,-4.5
648,2021-05-01,2020,Minnesota,NewOrleans,-3.5
649,2021-05-05,2020,Minnesota,Memphis,-3.5
650,2021-05-13,2020,Minnesota,Denver,-2
651,2021-05-15,2020,Minnesota,Boston,5
652,2021-05-16,2020,Minnesota,Dallas,-7
653,2020-12-27,2020,NewOrleans,SanAntonio,5
654,2021-01-02,2020,NewOrleans,Toronto,-1
655,2021-01-04,2020,NewOrleans,Indiana,1.5
656,2021-01-06,2020,NewOrleans,OklahomaCity,8
657,2021-01-08,2020,NewOrleans,Charlotte,7.5
658,2021-01-27,2020,NewOrleans,Washington,8.5
659,2021-01-29,2020,NewOrleans,Milwaukee,-7
660,2021-01-30,2020,NewOrleans,Houston,2
661,2021-02-01,2020,NewOrleans,Sacramento,2.5
662,2021-02-03,2020,NewOrleans,Phoenix,-2.5
663,2021-02-06,2020,NewOrleans,Memphis,-1
664,2021-02-09,2020,NewOrleans,Houston,6.5
665,2021-02-17,2020,NewOrleans,Portland,4
666,2021-02-19,2020,NewOrleans,Phoenix,-3.5
667,2021-02-21,2020,NewOrleans,Boston,-2.5
668,2021-02-24,2020,NewOrleans,Detroit,11.5
669,2021-03-01,2020,NewOrleans,Utah,-7
670,2021-03-03,2020,NewOrleans,Chicago,6
671,2021-03-04,2020,NewOrleans,Miami,-1.5
672,2021-03-11,2020,NewOrleans,Minnesota,8
673,2021-03-12,2020,NewOrleans,Cleveland,6.5
674,2021-03-14,2020,NewOrleans,LAClippers,-6
675,2021-03-23,2020,NewOrleans,LALakers,5.5
676,2021-03-26,2020,NewOrleans,Denver,-2.5
677,2021-03-27,2020,NewOrleans,Dallas,5.5
678,2021-04-01,2020,NewOrleans,Orlando,5
679,2021-04-02,2020,NewOrleans,Atlanta,-1.5
680,2021-04-09,2020,NewOrleans,Philadelphia,-5.5
681,2021-04-12,2020,NewOrleans,Sacramento,2
682,2021-04-14,2020,NewOrleans,NewYork,2
683,2021-04-20,2020,NewOrleans,Brooklyn,3
684,2021-04-24,2020,NewOrleans,SanAntonio,3
685,2021-04-26,2020,NewOrleans,LAClippers,-2
686,2021-05-03,2020,NewOrleans,GoldenState,1.5
687,2021-05-04,2020,NewOrleans,GoldenState,2
688,2021-05-16,2020,NewOrleans,LALakers,-9.5
689,2020-12-26,2020,NewYork,Philadelphia,-8
690,2020-12-27,2020,NewYork,Milwaukee,-13
691,2021-01-06,2020,NewYork,Utah,-8
692,2021-01-08,2020,NewYork,OklahomaCity,3
693,2021-01-10,2020,NewYork,Denver,-5.5
694,2021-01-13,2020,NewYork,Brooklyn,-3
695,2021-01-18,2020,NewYork,Orlando,-2.5
696,2021-01-29,2020,NewYork,Cleveland,1
697,2021-01-31,2020,NewYork,LAClippers,-9
698,2021-02-06,2020,NewYork,Portland,-1.5
699,2021-02-07,2020,NewYork,Miami,-5.5
700,2021-02-13,2020,NewYork,Houston,pk
701,2021-02-15,2020,NewYork,Atlanta,-1.5
702,2021-02-21,2020,NewYork,Minnesota,3
703,2021-02-23,2020,NewYork,GoldenState,-4
704,2021-02-25,2020,NewYork,Sacramento,1
705,2021-02-27,2020,NewYork,Indiana,pk
706,2021-03-04,2020,NewYork,Detroit,7.5
707,2021-03-18,2020,NewYork,Orlando,5
708,2021-03-21,2020,NewYork,Philadelphia,-1
709,2021-03-23,2020,NewYork,Washington,3
710,2021-03-25,2020,NewYork,Washington,2.5
711,2021-03-29,2020,NewYork,Miami,-3.5
712,2021-04-02,2020,NewYork,Dallas,-5
713,2021-04-09,2020,NewYork,Memphis,-1.5
714,2021-04-11,2020,NewYork,Toronto,3
715,2021-04-12,2020,NewYork,LALakers,1
716,2021-04-18,2020,NewYork,NewOrleans,-1.5
717,2021-04-20,2020,NewYork,Charlotte,5
718,2021-04-21,2020,NewYork,Atlanta,-1.5
719,2021-04-24,2020,NewYork,Toronto,-1
720,2021-04-26,2020,NewYork,Phoenix,-2.5
721,2021-04-28,2020,NewYork,Chicago,4
722,2021-05-13,2020,NewYork,SanAntonio,4.5
723,2021-05-15,2020,NewYork,Charlotte,5.5
724,2021-05-16,2020,NewYork,Boston,12
725,2020-12-28,2020,OklahomaCity,Utah,-9
726,2020-12-29,2020,OklahomaCity,Orlando,-6.5
727,2020-12-31,2020,OklahomaCity,NewOrleans,-5.5
728,2021-01-12,2020,OklahomaCity,SanAntonio,-2
729,2021-01-13,2020,OklahomaCity,LALakers,-10.5
730,2021-01-15,2020,OklahomaCity,Chicago,-2
731,2021-01-29,2020,OklahomaCity,Brooklyn,-7
732,2021-02-01,2020,OklahomaCity,Houston,-5
733,2021-02-03,2020,OklahomaCity,Houston,-6.5
734,2021-02-05,2020,OklahomaCity,Minnesota,-2.5
735,2021-02-06,2020,OklahomaCity,Minnesota,2
736,2021-02-14,2020,OklahomaCity,Milwaukee,-12
737,2021-02-16,2020,OklahomaCity,Portland,-5.5
738,2021-02-22,2020,OklahomaCity,Miami,-7
739,2021-02-24,2020,OklahomaCity,SanAntonio,-1
740,2021-02-26,2020,OklahomaCity,Atlanta,-5.5
741,2021-02-27,2020,OklahomaCity,Denver,-6.5
742,2021-03-11,2020,OklahomaCity,Dallas,-2
743,2021-03-13,2020,OklahomaCity,NewYork,-4.5
744,2021-03-14,2020,OklahomaCity,Memphis,-9.5
745,2021-03-24,2020,OklahomaCity,Memphis,-7
746,2021-03-27,2020,OklahomaCity,Boston,-6
747,2021-03-29,2020,OklahomaCity,Dallas,-11.5
748,2021-03-31,2020,OklahomaCity,Toronto,-7.5
749,2021-04-05,2020,OklahomaCity,Detroit,-3
750,2021-04-07,2020,OklahomaCity,Charlotte,-5.5
751,2021-04-08,2020,OklahomaCity,Cleveland,-4
752,2021-04-10,2020,OklahomaCity,Philadelphia,-10
753,2021-04-14,2020,OklahomaCity,GoldenState,-12.5
754,2021-04-23,2020,OklahomaCity,Washington,-9
755,2021-04-29,2020,OklahomaCity,NewOrleans,-9.5
756,2021-05-01,2020,OklahomaCity,Indiana,-8.5
757,2021-05-02,2020,OklahomaCity,Phoenix,-15
758,2021-05-04,2020,OklahomaCity,Sacramento,-5.5
759,2021-05-14,2020,OklahomaCity,Utah,-15
760,2021-05-16,2020,OklahomaCity,LAClippers,-8
761,2020-12-23,2020,Orlando,Miami,-4.5
762,2020-12-31,2020,Orlando,Philadelphia,-4
763,2021-01-02,2020,Orlando,OklahomaCity,4.5
764,2021-01-04,2020,Orlando,Cleveland,6
765,2021-01-06,2020,Orlando,Cleveland,5
766,2021-01-11,2020,Orlando,Milwaukee,-10
767,2021-01-24,2020,Orlando,Charlotte,-2
768,2021-01-25,2020,Orlando,Charlotte,1.5
769,2021-01-27,2020,Orlando,Sacramento,1
770,2021-01-29,2020,Orlando,LAClippers,-7
771,2021-02-02,2020,Orlando,Toronto,-6.5
772,2021-02-05,2020,Orlando,Chicago,-2.5
773,2021-02-06,2020,Orlando,Chicago,-1.5
774,2021-02-17,2020,Orlando,NewYork,-3.5
775,2021-02-19,2020,Orlando,GoldenState,-5
776,2021-02-21,2020,Orlando,Detroit,3
777,2021-02-23,2020,Orlando,Detroit,4.5
778,2021-02-27,2020,Orlando,Utah,-9.5
779,2021-03-01,2020,Orlando,Dallas,-6.5
780,2021-03-03,2020,Orlando,Atlanta,-3
781,2021-03-14,2020,Orlando,Miami,-8
782,2021-03-19,2020,Orlando,Brooklyn,-10.5
783,2021-03-23,2020,Orlando,Denver,-7.5
784,2021-03-24,2020,Orlando,Phoenix,-9
785,2021-03-26,2020,Orlando,Portland,-9.5
786,2021-04-07,2020,Orlando,Washington,-4.5
787,2021-04-09,2020,Orlando,Indiana,-6.5
788,2021-04-11,2020,Orlando,Milwaukee,-9
789,2021-04-12,2020,Orlando,SanAntonio,-7
790,2021-04-18,2020,Orlando,Houston,-1.5
791,2021-04-22,2020,Orlando,NewOrleans,-10.5
792,2021-04-25,2020,Orlando,Indiana,-5.5
793,2021-04-26,2020,Orlando,LALakers,-11.5
794,2021-05-01,2020,Orlando,Memphis,-11
795,2021-05-05,2020,Orlando,Boston,-12.5
796,2021-05-09,2020,Orlando,Minnesota,-7.5
797,2020-12-23,2020,Philadelphia,Washington,7
798,2020-12-29,2020,Philadelphia,Toronto,1.5
799,2021-01-02,2020,Philadelphia,Charlotte,10
800,2021-01-04,2020,Philadelphia,Charlotte,8
801,2021-01-06,2020,Philadelphia,Washington,6.5
802,2021-01-09,2020,Philadelphia,Denver,-13.5
803,2021-01-12,2020,Philadelphia,Miami,8.5
804,2021-01-14,2020,Philadelphia,Miami,7
805,2021-01-20,2020,Philadelphia,Boston,4.5
806,2021-01-22,2020,Philadelphia,Boston,4.5
807,2021-01-27,2020,Philadelphia,LALakers,-4
808,2021-02-04,2020,Philadelphia,Portland,10
809,2021-02-06,2020,Philadelphia,Brooklyn,7.5
810,2021-02-17,2020,Philadelphia,Houston,8
811,2021-02-19,2020,Philadelphia,Chicago,6
812,2021-02-25,2020,Philadelphia,Dallas,4.5
813,2021-02-27,2020,Philadelphia,Cleveland,11.5
814,2021-03-01,2020,Philadelphia,Indiana,3.5
815,2021-03-03,2020,Philadelphia,Utah,-3.5
816,2021-03-14,2020,Philadelphia,SanAntonio,5
817,2021-03-16,2020,Philadelphia,NewYork,7
818,2021-03-17,2020,Philadelphia,Milwaukee,-6
819,2021-03-20,2020,Philadelphia,Sacramento,3.5
820,2021-04-03,2020,Philadelphia,Minnesota,14
821,2021-04-04,2020,Philadelphia,Memphis,3.5
822,2021-04-14,2020,Philadelphia,Brooklyn,9
823,2021-04-16,2020,Philadelphia,LAClippers,4
824,2021-04-19,2020,Philadelphia,GoldenState,4.5
825,2021-04-21,2020,Philadelphia,Phoenix,-3
826,2021-04-26,2020,Philadelphia,OklahomaCity,15.5
827,2021-04-28,2020,Philadelphia,Atlanta,9.5
828,2021-04-30,2020,Philadelphia,Atlanta,7.5
829,2021-05-07,2020,Philadelphia,NewOrleans,11.5
830,2021-05-08,2020,Philadelphia,Detroit,9.5
831,2021-05-14,2020,Philadelphia,Orlando,14
832,2021-05-16,2020,Philadelphia,Orlando,6.5
833,2020-12-23,2020,Phoenix,Dallas,1.5
834,2020-12-29,2020,Phoenix,NewOrleans,1.5
835,2021-01-03,2020,Phoenix,LAClippers,-3.5
836,2021-01-06,2020,Phoenix,Toronto,3
837,2021-01-22,2020,Phoenix,Denver,1
838,2021-01-23,2020,Phoenix,Denver,-2.5
839,2021-01-27,2020,Phoenix,OklahomaCity,8
840,2021-01-28,2020,Phoenix,GoldenState,2
841,2021-02-05,2020,Phoenix,Detroit,8
842,2021-02-07,2020,Phoenix,Boston,2.5
843,2021-02-08,2020,Phoenix,Cleveland,5.5
844,2021-02-10,2020,Phoenix,Milwaukee,-4
845,2021-02-13,2020,Phoenix,Philadelphia,1.5
846,2021-02-14,2020,Phoenix,Orlando,11.5
847,2021-02-16,2020,Phoenix,Brooklyn,8
848,2021-02-22,2020,Phoenix,Portland,6.5
849,2021-02-24,2020,Phoenix,Charlotte,9.5
850,2021-03-04,2020,Phoenix,GoldenState,12.5
851,2021-03-13,2020,Phoenix,Indiana,7
852,2021-03-15,2020,Phoenix,Memphis,7.5
853,2021-03-18,2020,Phoenix,Minnesota,11
854,2021-03-19,2020,Phoenix,Minnesota,10.5
855,2021-03-21,2020,Phoenix,LALakers,10
856,2021-03-30,2020,Phoenix,Atlanta,5.5
857,2021-03-31,2020,Phoenix,Chicago,8.5
858,2021-04-02,2020,Phoenix,OklahomaCity,14
859,2021-04-07,2020,Phoenix,Utah,-2.5
860,2021-04-10,2020,Phoenix,Washington,13.5
861,2021-04-12,2020,Phoenix,Houston,12.5
862,2021-04-13,2020,Phoenix,Miami,3.5
863,2021-04-15,2020,Phoenix,Sacramento,12.5
864,2021-04-17,2020,Phoenix,SanAntonio,12
865,2021-04-28,2020,Phoenix,LAClippers,4.5
866,2021-04-30,2020,Phoenix,Utah,3.5
867,2021-05-07,2020,Phoenix,NewYork,6.5
868,2021-05-13,2020,Phoenix,Portland,2
869,2020-12-23,2020,Portland,Utah,-1.5
870,2020-12-26,2020,Portland,Houston,7.5
871,2021-01-05,2020,Portland,Chicago,9.5
872,2021-01-07,2020,Portland,Minnesota,10
873,2021-01-11,2020,Portland,Toronto,4.5
874,2021-01-14,2020,Portland,Indiana,3
875,2021-01-16,2020,Portland,Atlanta,5
876,2021-01-18,2020,Portland,SanAntonio,-1.5
877,2021-01-24,2020,Portland,NewYork,4
878,2021-01-25,2020,Portland,OklahomaCity,4.5
879,2021-02-09,2020,Portland,Orlando,6
880,2021-02-11,2020,Portland,Philadelphia,-6
881,2021-02-12,2020,Portland,Cleveland,3.5
882,2021-02-20,2020,Portland,Washington,4.5
883,2021-03-01,2020,Portland,Charlotte,8
884,2021-03-03,2020,Portland,GoldenState,-1
885,2021-03-04,2020,Portland,Sacramento,4.5
886,2021-03-11,2020,Portland,Phoenix,-4.5
887,2021-03-16,2020,Portland,NewOrleans,1.5
888,2021-03-18,2020,Portland,NewOrleans,1.5
889,2021-03-19,2020,Portland,Dallas,-2.5
890,2021-03-21,2020,Portland,Dallas,-2
891,2021-03-23,2020,Portland,Brooklyn,2.5
892,2021-04-02,2020,Portland,Milwaukee,-3
893,2021-04-03,2020,Portland,OklahomaCity,13
894,2021-04-10,2020,Portland,Detroit,11
895,2021-04-11,2020,Portland,Miami,pk
896,2021-04-13,2020,Portland,Boston,1
897,2021-04-20,2020,Portland,LAClippers,-4.5
898,2021-04-21,2020,Portland,Denver,-1.5
899,2021-04-23,2020,Portland,Memphis,4
900,2021-04-25,2020,Portland,Memphis,3.5
901,2021-05-07,2020,Portland,LALakers,7.5
902,2021-05-08,2020,Portland,SanAntonio,6
903,2021-05-10,2020,Portland,Houston,15
904,2021-05-16,2020,Portland,Denver,8.5
905,2020-12-26,2020,Sacramento,Phoenix,-3.5
906,2020-12-27,2020,Sacramento,Phoenix,-3
907,2020-12-29,2020,Sacramento,Denver,1
908,2021-01-06,2020,Sacramento,Chicago,6.5
909,2021-01-08,2020,Sacramento,Toronto,-1
910,2021-01-09,2020,Sacramento,Portland,-5.5
911,2021-01-11,2020,Sacramento,Indiana,-3.5
912,2021-01-13,2020,Sacramento,Portland,-5
913,2021-01-15,2020,Sacramento,LAClippers,-6.5
914,2021-01-17,2020,Sacramento,NewOrleans,-2.5
915,2021-01-22,2020,Sacramento,NewYork,3.5
916,2021-02-03,2020,Sacramento,Boston,1
917,2021-02-06,2020,Sacramento,Denver,-2.5
918,2021-02-09,2020,Sacramento,Philadelphia,-4.5
919,2021-02-12,2020,Sacramento,Orlando,6.5
920,2021-02-14,2020,Sacramento,Memphis,1.5
921,2021-02-15,2020,Sacramento,Brooklyn,-4.5
922,2021-02-18,2020,Sacramento,Miami,1
923,2021-02-28,2020,Sacramento,Charlotte,3.5
924,2021-03-03,2020,Sacramento,LALakers,4.5
925,2021-03-11,2020,Sacramento,Houston,6.5
926,2021-03-24,2020,Sacramento,Atlanta,-3
927,2021-03-25,2020,Sacramento,GoldenState,4.5
928,2021-03-27,2020,Sacramento,Cleveland,9
929,2021-04-02,2020,Sacramento,LALakers,4.5
930,2021-04-03,2020,Sacramento,Milwaukee,-3
931,2021-04-08,2020,Sacramento,Detroit,8
932,2021-04-14,2020,Sacramento,Washington,-2
933,2021-04-20,2020,Sacramento,Minnesota,3.5
934,2021-04-21,2020,Sacramento,Minnesota,3
935,2021-04-26,2020,Sacramento,Dallas,-6.5
936,2021-04-28,2020,Sacramento,Utah,-8.5
937,2021-05-07,2020,Sacramento,SanAntonio,-4.5
938,2021-05-09,2020,Sacramento,OklahomaCity,9.5
939,2021-05-11,2020,Sacramento,OklahomaCity,9
940,2021-05-16,2020,Sacramento,Utah,-11
941,2020-12-26,2020,SanAntonio,Toronto,-2.5
942,2020-12-30,2020,SanAntonio,LALakers,-7.5
943,2021-01-01,2020,SanAntonio,LALakers,-7.5
944,2021-01-03,2020,SanAntonio,Utah,-5.5
945,2021-01-14,2020,SanAntonio,Houston,7
946,2021-01-16,2020,SanAntonio,Houston,7
947,2021-01-22,2020,SanAntonio,Dallas,-1.5
948,2021-01-24,2020,SanAntonio,Washington,5.5
949,2021-01-27,2020,SanAntonio,Boston,-4.5
950,2021-01-29,2020,SanAntonio,Denver,-4
951,2021-01-30,2020,SanAntonio,Memphis,3.5
952,2021-02-01,2020,SanAntonio,Memphis,4
953,2021-02-03,2020,SanAntonio,Minnesota,7.5
954,2021-02-08,2020,SanAntonio,GoldenState,1.5
955,2021-02-09,2020,SanAntonio,GoldenState,-1.5
956,2021-02-27,2020,SanAntonio,NewOrleans,-2
957,2021-03-01,2020,SanAntonio,Brooklyn,-4
958,2021-03-02,2020,SanAntonio,NewYork,-2
959,2021-03-04,2020,SanAntonio,OklahomaCity,7
960,2021-03-12,2020,SanAntonio,Orlando,7.5
961,2021-03-22,2020,SanAntonio,Charlotte,5
962,2021-03-24,2020,SanAntonio,LAClippers,-6
963,2021-03-25,2020,SanAntonio,LAClippers,-1
964,2021-03-27,2020,SanAntonio,Chicago,1
965,2021-03-29,2020,SanAntonio,Sacramento,2.5
966,2021-03-31,2020,SanAntonio,Sacramento,2.5
967,2021-04-01,2020,SanAntonio,Atlanta,1
968,2021-04-03,2020,SanAntonio,Indiana,7
969,2021-04-05,2020,SanAntonio,Cleveland,8
970,2021-04-16,2020,SanAntonio,Portland,1.5
971,2021-04-21,2020,SanAntonio,Miami,-1.5
972,2021-04-22,2020,SanAntonio,Detroit,7
973,2021-05-02,2020,SanAntonio,Philadelphia,-10
974,2021-05-10,2020,SanAntonio,Milwaukee,-7
975,2021-05-15,2020,SanAntonio,Phoenix,-10.5
976,2021-05-16,2020,SanAntonio,Phoenix,-2
977,2020-12-23,2020,Toronto,NewOrleans,3.5
978,2020-12-31,2020,Toronto,NewYork,8.5
979,2021-01-04,2020,Toronto,Boston,6
980,2021-01-14,2020,Toronto,Charlotte,10.5
981,2021-01-16,2020,Toronto,Charlotte,6.5
982,2021-01-18,2020,Toronto,Dallas,3
983,2021-01-20,2020,Toronto,Miami,4
984,2021-01-22,2020,Toronto,Miami,2
985,2021-01-27,2020,Toronto,Milwaukee,-6
986,2021-01-29,2020,Toronto,Sacramento,4
987,2021-01-31,2020,Toronto,Orlando,5
988,2021-02-14,2020,Toronto,Minnesota,7.5
989,2021-02-21,2020,Toronto,Philadelphia,-3
990,2021-02-23,2020,Toronto,Philadelphia,-2.5
991,2021-02-26,2020,Toronto,Houston,6.5
992,2021-03-03,2020,Toronto,Detroit,7.5
993,2021-03-11,2020,Toronto,Atlanta,-3
994,2021-03-19,2020,Toronto,Utah,-4.5
995,2021-03-24,2020,Toronto,Denver,-1.5
996,2021-03-26,2020,Toronto,Phoenix,-3.5
997,2021-03-28,2020,Toronto,Portland,-2.5
998,2021-04-02,2020,Toronto,GoldenState,5.5
999,2021-04-05,2020,Toronto,Washington,5.5
1000,2021-04-06,2020,Toronto,LALakers,-1.5
1001,2021-04-08,2020,Toronto,Chicago,-4.5
1002,2021-04-13,2020,Toronto,Atlanta,1.5
1003,2021-04-14,2020,Toronto,SanAntonio,-5.5
1004,2021-04-16,2020,Toronto,Orlando,3
1005,2021-04-18,2020,Toronto,OklahomaCity,5
1006,2021-04-21,2020,Toronto,Brooklyn,4.5
1007,2021-04-26,2020,Toronto,Cleveland,11.5
1008,2021-04-27,2020,Toronto,Brooklyn,-5
1009,2021-05-06,2020,Toronto,Washington,-2
1010,2021-05-08,2020,Toronto,Memphis,-6.5
1011,2021-05-11,2020,Toronto,LAClippers,-13.5
1012,2021-05-16,2020,Toronto,Indiana,-6
1013,2020-12-26,2020,Utah,Minnesota,9.5
1014,2020-12-31,2020,Utah,Phoenix,4
1015,2021-01-01,2020,Utah,LAClippers,-3
1016,2021-01-15,2020,Utah,Atlanta,6.5
1017,2021-01-19,2020,Utah,NewOrleans,6.5
1018,2021-01-21,2020,Utah,NewOrleans,7
1019,2021-01-23,2020,Utah,GoldenState,7
1020,2021-01-26,2020,Utah,NewYork,11
1021,2021-01-27,2020,Utah,Dallas,2
1022,2021-01-29,2020,Utah,Dallas,4
1023,2021-02-02,2020,Utah,Detroit,12.5
1024,2021-02-09,2020,Utah,Boston,5.5
1025,2021-02-12,2020,Utah,Milwaukee,2.5
1026,2021-02-13,2020,Utah,Miami,7
1027,2021-02-15,2020,Utah,Philadelphia,8.5
1028,2021-02-22,2020,Utah,Charlotte,12.5
1029,2021-02-24,2020,Utah,LALakers,9
1030,2021-03-12,2020,Utah,Houston,19
1031,2021-03-24,2020,Utah,Brooklyn,13
1032,2021-03-26,2020,Utah,Memphis,10
1033,2021-03-27,2020,Utah,Memphis,9
1034,2021-03-29,2020,Utah,Cleveland,16.5
1035,2021-04-02,2020,Utah,Chicago,11
1036,2021-04-03,2020,Utah,Orlando,15.5
1037,2021-04-08,2020,Utah,Portland,5.5
1038,2021-04-10,2020,Utah,Sacramento,11
1039,2021-04-12,2020,Utah,Washington,10.5
1040,2021-04-13,2020,Utah,OklahomaCity,16.5
1041,2021-04-16,2020,Utah,Indiana,10
1042,2021-04-24,2020,Utah,Minnesota,12.5
1043,2021-05-01,2020,Utah,Toronto,7
1044,2021-05-03,2020,Utah,SanAntonio,7.5
1045,2021-05-05,2020,Utah,SanAntonio,7
1046,2021-05-07,2020,Utah,Denver,4.5
1047,2021-05-08,2020,Utah,Houston,16
1048,2021-05-12,2020,Utah,Portland,1
1049,2020-12-26,2020,Washington,Orlando,1.5
1050,2020-12-27,2020,Washington,Orlando,-2
1051,2020-12-29,2020,Washington,Chicago,6.5
1052,2020-12-31,2020,Washington,Chicago,7.5
1053,2021-01-09,2020,Washington,Miami,-10.5
1054,2021-01-11,2020,Washington,Phoenix,-6
